Company Name,Symbol,Country,Sector,Industry
Pieris Pharmaceuticals Inc.,PIRS,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
P3 Health Partners Inc. Class A,PIII,United States,Health Care,Medical/Nursing Services
Phio Pharmaceuticals Corp.,PHIO,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BiomX Inc.,PHGE,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Phathom Pharmaceuticals Inc.,PHAT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Pharming Group N.V. ADS each representing 10 ordinary shares,PHAR,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
Progyny Inc.,PGNY,United States,Health Care,Misc Health and Biotechnology Services
Precigen Inc.,PGEN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Pfizer Inc.,PFE,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PetVivo Holdings Inc.,PETV,United States,Health Care,Medical/Dental Instruments
PetIQ Inc. Class A,PETQ,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PepGen Inc.,PEPG,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Penumbra Inc.,PEN,United States,Health Care,Medical/Dental Instruments
PDS Biotechnology Corporation,PDSB,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Pro-Dex Inc.,PDEX,United States,Health Care,Medical/Dental Instruments
Patterson Companies Inc.,PDCO,United States,Health Care,Medical Specialities
Vaxcyte Inc.,PCVX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Processa Pharmaceuticals Inc.,PCSA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Pacira BioSciences Inc.,PCRX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Puma Biotechnology Inc,PBYI,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Panbela Therapeutics Inc.,PBLA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Prestige Consumer Healthcare Inc.,PBH,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Paranovus Entertainment Technology Ltd. Class A Ordinary Shares,PAVS,China,Health Care, Medicinal Chemicals and Botanical Products 
PAVmed Inc.,PAVM,United States,Health Care,Medical/Dental Instruments
Passage Bio Inc.,PASG,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Palisade Bio Inc.,PALI,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Phibro Animal Health Corporation Class A,PAHC,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Owlet Inc. Class A,OWLT,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Ovid Therapeutics Inc.,OVID,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Outlook Therapeutics Inc.,OTLK,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OraSure Technologies Inc.,OSUR,United States,Health Care,Medical/Dental Instruments
ProSomnus Inc.,OSA,United States,Health Care,Medical Specialities
Orchard Therapeutics plc American Depositary Shares,ORTX,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Oramed Pharmaceuticals Inc.,ORMP,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
Oric Pharmaceuticals Inc.,ORIC,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Orgenesis Inc.,ORGS,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Organogenesis Holdings Inc. Class A,ORGO,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OptiNose Inc.,OPTN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Opthea Limited American Depositary Shares,OPT,Australia,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OPKO Health Inc.,OPK,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OpGen Inc.,OPGN,United States,Health Care,Medical Specialities
Option Care Health Inc.,OPCH,United States,Health Care,Medical/Nursing Services
Organovo Holdings Inc.,ONVO,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Onconova Therapeutics Inc.,ONTX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Oncternal Therapeutics Inc.,ONCT,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Singular Genomics Systems Inc.,OMIC,United States,Health Care,Medical/Dental Instruments
Owens & Minor Inc.,OMI,United States,Health Care,Medical Specialities
Omega Therapeutics Inc.,OMGA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Omeros Corporation,OMER,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Outset Medical Inc.,OM,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Olema Pharmaceuticals Inc.,OLMA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Organon & Co. ,OGN,,Health Care,Biotechnology: Pharmaceutical Preparations
Oragenics Inc.,OGEN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Orthofix Medical Inc. (DE),OFIX,Curacao,Health Care,Medical/Dental Instruments
Oncocyte Corporation,OCX,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
Ocuphire Pharma Inc.,OCUP,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Ocular Therapeutix Inc.,OCUL,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Ocugen Inc.,OCGN,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Ocean Biomedical Inc.,OCEA,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Orchestra BioMed Holdings Inc. Ordinary Shares,OBIO,United States,Health Care, Medicinal Chemicals and Botanical Products 
OmniAb Inc.,OABI,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NextCure Inc.,NXTC,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Nexalin Technology Inc.,NXL,United States,Health Care,Medical Specialities
NexGel Inc,NXGL,United States,Health Care,Medical/Dental Instruments
Invitae Corporation,NVTA,United States,Health Care,Medical Specialities
Envista Holdings Corporation,NVST,United States,Health Care,Medical/Dental Instruments
Novartis AG,NVS,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations
Nevro Corp.,NVRO,United States,Health Care,Medical/Dental Instruments
enVVeno Medical Corporation,NVNO,United States,Health Care,Medical/Dental Instruments
InVivo Therapeutics Holdings Corp,NVIV,United States,Health Care,Medical/Dental Instruments
Nuvectis Pharma Inc.,NVCT,United States,Health Care, Medicinal Chemicals and Botanical Products 
NovoCure Limited Ordinary Shares,NVCR,Jersey,Health Care,Medical/Dental Instruments
Novavax Inc.,NVAX,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NorthView Acquisition Corporation Rights,NVACR,United States,Health Care,Medical/Dental Instruments
Nuwellis Inc.,NUWE,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Nuvalent Inc. Class A,NUVL,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Nuvation Bio Inc. Class A,NUVB,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NuVasive Inc.,NUVA,United States,Health Care,Medical/Dental Instruments
Nu Skin Enterprises Inc.,NUS,United States,Health Care,Other Pharmaceuticals
NeuroMetrix Inc.,NURO,United States,Health Care,Medical/Dental Instruments
Nutriband Inc.,NTRB,United States,Health Care,Industrial Specialties
Natera Inc.,NTRA,United States,Health Care,Medical Specialities
Intellia Therapeutics Inc.,NTLA,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NanoString Technologies Inc.,NSTG,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
InspireMD Inc.,NSPR,Israel,Health Care,Medical/Dental Instruments
NRX Pharmaceuticals Inc. Warrant,NRXPW,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NRX Pharmaceuticals Inc.,NRXP,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NeuroSense Therapeutics Ltd. Ordinary Shares,NRSN,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
Nurix Therapeutics Inc.,NRIX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
National Research Corporation (Delaware),NRC,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NeuroBo Pharmaceuticals Inc.,NRBO,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Neuropace Inc.,NPCE,United States,Health Care,Medical Specialities
Inotiv Inc.,NOTV,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NanoViricides Inc.,NNVC,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NANO-X IMAGING LTD Ordinary Shares,NNOX,Israel,Health Care,Medical Electronics
NeuroOne Medical Technologies Corporation,NMTC,United States,Health Care,Medical/Dental Instruments
Nemaura Medical Inc.,NMRD,United Kingdom,Health Care,Medical/Dental Instruments
Neoleukin Therapeutics Inc.,NLTX,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
NLS Pharmaceutics Ltd. Ordinary Shares,NLSP,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations
Nkarta Inc.,NKTX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Nektar Therapeutics ,NKTR,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NightHawk Biosciences Inc.,NHWK,United States,Health Care,Biotechnology: Pharmaceutical Preparations
National HealthCare Corporation,NHC,United States,Health Care,Hospital/Nursing Management
NGM Biopharmaceuticals Inc.,NGM,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NexImmune Inc.,NEXI,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Minerva Neurosciences Inc,NERV,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Neptune Wellness Solutions Inc. Ordinary Shares,NEPT,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
Nephros Inc.,NEPH,United States,Health Care,Medical/Dental Instruments
Neogen Corporation,NEOG,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NeoGenomics Inc.,NEO,United States,Health Care,Precision Instruments
ENDRA Life Sciences Inc.,NDRA,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NovaBay Pharmaceuticals Inc.,NBY,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NeuBase Therapeutics Inc. ,NBSE,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Neurocrine Biosciences Inc.,NBIX,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Navidea Biopharmaceuticals Inc.,NAVB,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
Nature's Sunshine Products Inc.,NATR,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Inari Medical Inc.,NARI,United States,Health Care,Medical/Dental Instruments
NanoVibronix Inc.,NAOV,United States,Health Care,Industrial Specialties
Natural Alternatives International Inc.,NAII,United States,Health Care, Medicinal Chemicals and Botanical Products 
Myomo Inc.,MYO,United States,Health Care,Industrial Specialties
Mainz Biomed N.V. Ordinary Shares,MYNZ,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
MyMD Pharmaceuticals Inc.,MYMD,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
Myriad Genetics Inc.,MYGN,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MaxCyte Inc.,MXCT,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Murphy Canyon Acquisition Corp. Unit,MURFU,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Matinas Biopharma Holdings Inc.,MTNB,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Mannatech Incorporated,MTEX,United States,Health Care, Medicinal Chemicals and Botanical Products 
Molecular Templates Inc.,MTEM,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MSA Safety Incorporated,MSA,United States,Health Care,Industrial Specialties
Maravai LifeSciences Holdings Inc. Class A,MRVI,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Merus N.V. Common Shares,MRUS,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
Mirati Therapeutics Inc.,MRTX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Mersana Therapeutics Inc.,MRSN,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Marinus Pharmaceuticals Inc.,MRNS,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Moderna Inc.,MRNA,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Marker Therapeutics Inc.,MRKR,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Merck & Company Inc. (new),MRK,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Marpai Inc. Class A,MRAI,United States,Health Care,Managed Health Care
Movano Inc.,MOVE,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Motus GI Holdings Inc.,MOTS,Israel,Health Care,Medical/Dental Instruments
Morphic Holding Inc.,MORF,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Molina Healthcare Inc,MOH,United States,Health Care,Medical Specialities
Modular Medical Inc.,MODD,United States,Health Care,Industrial Specialties
Altria Group Inc.,MO,United States,Health Care, Medicinal Chemicals and Botanical Products 
Monopar Therapeutics Inc.,MNPR,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Medicinova Inc,MNOV,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Mind Medicine (MindMed) Inc. Common Shares,MNMD,Canada,Health Care, Medicinal Chemicals and Botanical Products 
MannKind Corporation,MNKD,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Mallinckrodt plc Ordinary Shares,MNK,,Health Care,Biotechnology: Pharmaceutical Preparations
Merit Medical Systems Inc.,MMSI,United States,Health Care,Medical/Dental Instruments
3M Company,MMM,United States,Health Care,Medical/Dental Instruments
Mineralys Therapeutics Inc.,MLYS,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MoonLake Immunotherapeutics Class A Ordinary Shares,MLTX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Milestone Scientific Inc.,MLSS,United States,Health Care,Industrial Specialties
Milestone Pharmaceuticals Inc. Common Shares,MIST,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
Miromatrix Medical Inc.,MIRO,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Mirum Pharmaceuticals Inc.,MIRM,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Meihua International Medical Technologies Co. Ltd. Ordinary Shares,MHUA,China,Health Care,Medical Specialities
MeiraGTx Holdings plc Ordinary Shares,MGTX,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Monogram Orthopaedics Inc.,MGRM,United States,Health Care,Medical/Dental Instruments
MacroGenics Inc.,MGNX,United States,Health Care,Biotechnology: Pharmaceutical Preparations
Mesoblast Limited American Depositary Shares,MESO,Australia,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MEI Pharma Inc.,MEIP,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TRxADE HEALTH Inc.,MEDS,United States,Health Care,Other Pharmaceuticals
